time_ps,d_topGa_min,d_GaN
4.001000000000000512e+01,3.519495225170791830e+00,5.337029735252207807e+00
4.002000000000000313e+01,3.461081246258168154e+00,5.527576060587222173e+00
4.003000000000000114e+01,3.356147103867766823e+00,5.812182407909307180e+00
4.003999999999999915e+01,3.256930081810169408e+00,8.273603742779863879e+00
4.005000000000000426e+01,3.187495636859758896e+00,8.120783271336886600e+00
4.006000000000000227e+01,3.140059741246971736e+00,8.087461587204233027e+00
4.007000000000000028e+01,3.059101874014658939e+00,8.064496616528524342e+00
4.008000000000000540e+01,2.936468579058866712e+00,8.037559589463956655e+00
4.009000000000000341e+01,2.815151265012237225e+00,8.026447451945101008e+00
4.010000000000000142e+01,2.700461853776127796e+00,8.028829920283589772e+00
4.010999999999999943e+01,2.604183053723373664e+00,8.008855546924042557e+00
4.012000000000000455e+01,2.546406810782597230e+00,8.059852578041610371e+00
4.013000000000000256e+01,2.531718456088670965e+00,5.669377050367681470e+00
4.014000000000000057e+01,2.536501593632457308e+00,5.571523496290247124e+00
4.014999999999999858e+01,2.544441806860592514e+00,5.512383336771975451e+00
4.016000000000000369e+01,2.577966480484182199e+00,5.516543305046289980e+00
4.017000000000000171e+01,2.658347132072860219e+00,5.666984136519250370e+00
4.017999999999999972e+01,2.777231632399429717e+00,8.566060136632501099e+00
4.019000000000000483e+01,2.913527555472918529e+00,8.524246408647840667e+00
4.020000000000000284e+01,3.049956331293942835e+00,8.498919433548648428e+00
4.021000000000000085e+01,3.182648188364525677e+00,8.474486895240561424e+00
4.021999999999999886e+01,3.309467180574540812e+00,8.470017656203037149e+00
4.023000000000000398e+01,3.424428174469424935e+00,8.466496657277954085e+00
4.024000000000000199e+01,3.526638459567410955e+00,8.453272937606120863e+00
4.025000000000000000e+01,3.617804596575110665e+00,8.492181800877784070e+00
4.026000000000000512e+01,3.661184689700862194e+00,8.577856675229751815e+00
4.027000000000000313e+01,3.662760759045013970e+00,8.624200140798265579e+00
4.028000000000000114e+01,3.667931339188343909e+00,8.621195148643190365e+00
4.028999999999999915e+01,3.679382162374545739e+00,8.587464722017784879e+00
4.030000000000000426e+01,3.718482663130217691e+00,8.526013614334955193e+00
4.031000000000000227e+01,3.775271607619774539e+00,8.481495664741508733e+00
4.032000000000000028e+01,3.814078473497890087e+00,8.469312209719275231e+00
4.033000000000000540e+01,3.817280239254120744e+00,8.441691810524476480e+00
4.034000000000000341e+01,3.765640931169619066e+00,8.410041978651534578e+00
4.035000000000000142e+01,3.689268189289036659e+00,8.455700555299957344e+00
4.035999999999999943e+01,3.595365103921992933e+00,8.575976329570311307e+00
4.037000000000000455e+01,3.496039586231827645e+00,8.713638865957131330e+00
4.038000000000000256e+01,3.398501200544146172e+00,8.790749796746860412e+00
4.039000000000000057e+01,3.307772055145275836e+00,8.768121535944802147e+00
4.039999999999999858e+01,3.228750325389066145e+00,8.718644898955398403e+00
4.041000000000000369e+01,3.163759183582087076e+00,5.818558667608733082e+00
4.042000000000000171e+01,3.117125970665928669e+00,5.802258250518442573e+00
4.042999999999999972e+01,3.086047992643666138e+00,5.812275564294965946e+00
4.044000000000000483e+01,3.062116823375619301e+00,5.828175341274416610e+00
4.045000000000000284e+01,3.041341699990319114e+00,5.866121227254833315e+00
4.046000000000000085e+01,3.025670769284059869e+00,8.715039903642496810e+00
4.046999999999999886e+01,3.015475810680628310e+00,8.712234971547321294e+00
4.048000000000000398e+01,3.004758429707786505e+00,8.701508443467911746e+00
4.049000000000000199e+01,2.985680786286437183e+00,5.794709971991233388e+00
4.050000000000000000e+01,2.953111252577524937e+00,5.705211224540589932e+00
4.051000000000000512e+01,2.910395043288796835e+00,5.621794449530176152e+00
4.052000000000000313e+01,2.872501716083039280e+00,5.512338949079428119e+00
4.053000000000000114e+01,2.851177971733787953e+00,5.417487339699490256e+00
4.053999999999999915e+01,2.851545510946651429e+00,5.412956766951259269e+00
4.055000000000000426e+01,2.876446794745212365e+00,5.521218938189236702e+00
4.056000000000000227e+01,2.913159659630759624e+00,5.677066516852850242e+00
4.057000000000000028e+01,2.947398361538528633e+00,5.801419350879990056e+00
4.058000000000000540e+01,2.973550278589550899e+00,5.857926806785105356e+00
4.059000000000000341e+01,2.989112401198723123e+00,5.839451920160345644e+00
4.060000000000000142e+01,2.992756783051371272e+00,5.764920880183699303e+00
4.060999999999999943e+01,2.978483079857933369e+00,5.650698706810690197e+00
4.062000000000000455e+01,2.942739209580079951e+00,5.519073560210332019e+00
4.063000000000000256e+01,2.890127039508817663e+00,5.420922563150556428e+00
4.064000000000000057e+01,2.824856691179218338e+00,5.401939088287665669e+00
4.064999999999999858e+01,2.749632696052330072e+00,5.446963761136544235e+00
4.066000000000000369e+01,2.670005141212278943e+00,5.509088494172929451e+00
4.067000000000000171e+01,2.593817706798225320e+00,5.529213512880061465e+00
4.067999999999999972e+01,2.531505057569508832e+00,5.468344226548413900e+00
4.069000000000000483e+01,2.500010070779715488e+00,5.359850236996036799e+00
4.070000000000000284e+01,2.493854766200310991e+00,5.252979393375139416e+00
4.071000000000000085e+01,2.489444835560731928e+00,5.183478394105911491e+00
4.071999999999999886e+01,2.471681985409935667e+00,5.158413568557406848e+00
4.073000000000000398e+01,2.446884469871841716e+00,5.196642350593084103e+00
4.074000000000000199e+01,2.436062664957533208e+00,5.277309234800693361e+00
4.075000000000000000e+01,2.426687354811079889e+00,5.345474519868269603e+00
4.076000000000000512e+01,2.427195367435426743e+00,5.380550010227401536e+00
4.077000000000000313e+01,2.426051630963364847e+00,5.403188546517247559e+00
4.078000000000000114e+01,2.458959509325032045e+00,5.458721078316922437e+00
4.078999999999999915e+01,2.504844078680347863e+00,5.502837901042762603e+00
4.080000000000000426e+01,2.554938342915537675e+00,5.460544225640979299e+00
4.081000000000000227e+01,2.594692291910544846e+00,5.352542899689410660e+00
4.082000000000000028e+01,2.633046453388166341e+00,5.269647687559187332e+00
4.083000000000000540e+01,2.649007707085805574e+00,5.312940187131370173e+00
4.084000000000000341e+01,2.540671432456389933e+00,5.472772711967668791e+00
4.085000000000000142e+01,2.466753055496234026e+00,5.575391264256463586e+00
4.085999999999999943e+01,2.433015117112921732e+00,5.593141814496025432e+00
4.087000000000000455e+01,2.435522660580272003e+00,5.577369554986227662e+00
4.088000000000000256e+01,2.478715232655821943e+00,5.578286382078219141e+00
4.089000000000000057e+01,2.516163809790610273e+00,5.589128832413342352e+00
4.089999999999999858e+01,2.564589938079770537e+00,5.562460454178600244e+00
4.091000000000000369e+01,2.609796154338494656e+00,5.498983985744555270e+00
4.092000000000000171e+01,2.667679434433603891e+00,5.462760134439841764e+00
4.092999999999999972e+01,2.717525083177706691e+00,5.497409979365271759e+00
4.094000000000000483e+01,2.782414923658942385e+00,5.551715758719713456e+00
4.095000000000000284e+01,2.784450604428097442e+00,5.596396629796437594e+00
4.096000000000000085e+01,2.781424254316481992e+00,5.676080094717000257e+00
4.096999999999999886e+01,2.771247118988128033e+00,8.845544812303479887e+00
4.098000000000000398e+01,2.787241874254906104e+00,8.894759779594725302e+00
4.099000000000000199e+01,2.823128700165828064e+00,5.645574641638487101e+00
4.100000000000000000e+01,2.879821918122716262e+00,5.539774305586769643e+00
4.101000000000000512e+01,2.945023619973191842e+00,5.513276277953239379e+00
4.102000000000000313e+01,3.009960699078976010e+00,5.601359838390167489e+00
4.103000000000000114e+01,3.079393348989375223e+00,5.763093136113050186e+00
4.103999999999999915e+01,3.135901288130734432e+00,9.227776246843005126e+00
4.105000000000000426e+01,3.151087585866187535e+00,9.176069961894416593e+00
4.106000000000000227e+01,3.149952213812138968e+00,9.183524250841886172e+00
4.107000000000000028e+01,3.158258397170820686e+00,9.230100236726631380e+00
4.108000000000000540e+01,3.166973724188439476e+00,9.284722793158254106e+00
4.109000000000000341e+01,3.179206948249829079e+00,9.357496116788688312e+00
4.110000000000000142e+01,3.176552014590662942e+00,5.837879000070967273e+00
4.110999999999999943e+01,3.174780737326596380e+00,5.889890124733417665e+00
4.112000000000000455e+01,3.197841184017742311e+00,5.863893338348276529e+00
4.113000000000000256e+01,3.226306469230721063e+00,5.787411800024231390e+00
4.114000000000000057e+01,3.261222491643278154e+00,5.774783640032591592e+00
4.114999999999999858e+01,3.299284402972862740e+00,9.126675893017138108e+00
4.116000000000000369e+01,3.366062557350948392e+00,9.102965140334275063e+00
4.117000000000000171e+01,3.452868381230306039e+00,9.147265506521607747e+00
4.117999999999999972e+01,3.558754121655499425e+00,9.188649293733055501e+00
4.119000000000000483e+01,3.676146658255082134e+00,9.194883600368413568e+00
4.120000000000000284e+01,3.793931505615250721e+00,9.201726892338253805e+00
4.121000000000000085e+01,3.842418352561313810e+00,9.198171382376445493e+00
4.121999999999999886e+01,3.885640670790340589e+00,9.170996348899285167e+00
4.123000000000000398e+01,3.924773085389779315e+00,9.146414332563116645e+00
4.124000000000000199e+01,3.954759112992850767e+00,9.139346330281833630e+00
4.125000000000000000e+01,3.976358693453095228e+00,9.102391977142071156e+00
4.126000000000000512e+01,3.982855021325781397e+00,9.030985954286302686e+00
4.127000000000000313e+01,3.984585928299199775e+00,9.005316717740949883e+00
4.128000000000000114e+01,3.977309837628947520e+00,9.057800418044948287e+00
4.128999999999999915e+01,3.967919203688502261e+00,9.176150132331986953e+00
4.130000000000000426e+01,3.960040865395205056e+00,9.299928919078951139e+00
4.131000000000000227e+01,3.949061080624101994e+00,9.277207804426987892e+00
4.132000000000000028e+01,3.930282646095569987e+00,9.133514421940164496e+00
4.133000000000000540e+01,3.896575648245520718e+00,8.973436547450759804e+00
4.134000000000000341e+01,3.841826808902243595e+00,8.806514119991859957e+00
4.135000000000000142e+01,3.757491031220167255e+00,8.633383773504064607e+00
4.135999999999999943e+01,3.643662670349713917e+00,8.462891007258452447e+00
4.137000000000000455e+01,3.508142668763628791e+00,8.317486978513462859e+00
4.138000000000000256e+01,3.364532859462067815e+00,8.223603687903496606e+00
4.139000000000000057e+01,3.228991923526597141e+00,8.202701209832587992e+00
4.139999999999999858e+01,3.117121759412038617e+00,8.247782832004064701e+00
4.141000000000000369e+01,3.037320605747770408e+00,8.299499672924955718e+00
4.142000000000000171e+01,2.979342635834287378e+00,8.294488446553796024e+00
4.142999999999999972e+01,2.943304477759648652e+00,8.173701785760782101e+00
4.144000000000000483e+01,2.924407880802539328e+00,7.993105298824731975e+00
4.145000000000000284e+01,2.915108032852298248e+00,7.877664241680779611e+00
4.146000000000000085e+01,2.918412528087830360e+00,7.847747357788030342e+00
4.146999999999999886e+01,2.914040230075761517e+00,7.879033382273552100e+00
4.148000000000000398e+01,2.773873006051286616e+00,7.960072844442819928e+00
4.149000000000000199e+01,2.666100305052306219e+00,8.047923140235869965e+00
4.150000000000000000e+01,2.608945397071391170e+00,8.118335625365828534e+00
4.151000000000000512e+01,2.608632603683393114e+00,8.187705746656323669e+00
4.152000000000000313e+01,2.664546977180173304e+00,8.283209040495354003e+00
4.153000000000000114e+01,2.766256346201487748e+00,8.403100569069788861e+00
4.153999999999999915e+01,2.898394766435379744e+00,8.496006732393814431e+00
4.155000000000000426e+01,3.018611147961923091e+00,8.510611153535098339e+00
4.156000000000000227e+01,3.100146317917915173e+00,8.463122976455499824e+00
4.157000000000000028e+01,3.175005393271010501e+00,5.828894848366478421e+00
4.158000000000000540e+01,3.251070541560118876e+00,5.751753589887066198e+00
4.159000000000000341e+01,3.324781274144211984e+00,5.697533742329077278e+00
4.160000000000000142e+01,3.391824816673171039e+00,5.682723187307228585e+00
4.160999999999999943e+01,3.444468650924260800e+00,5.642003918279428376e+00
4.162000000000000455e+01,3.462526127222725236e+00,5.535743911457685407e+00
4.163000000000000256e+01,3.444860473996007144e+00,5.399621075859357688e+00
4.164000000000000057e+01,3.404580049888678239e+00,5.301586363210968322e+00
4.164999999999999858e+01,3.345338728574431819e+00,5.254050830504292335e+00
4.166000000000000369e+01,3.272413065567975732e+00,5.206860001125589221e+00
4.167000000000000171e+01,3.188801503276740057e+00,5.123317538903233270e+00
4.167999999999999972e+01,3.092008218504601835e+00,5.017519264726569617e+00
4.169000000000000483e+01,2.985617563620630577e+00,4.918638345825887548e+00
4.170000000000000284e+01,2.878529611190407067e+00,4.811710085982829455e+00
4.171000000000000085e+01,2.776993577684326642e+00,4.693567040367128129e+00
4.171999999999999886e+01,2.688517455494757957e+00,4.588746489759727432e+00
4.173000000000000398e+01,2.625795236685450007e+00,4.534671658266265837e+00
4.174000000000000199e+01,2.608105393345904854e+00,4.505079147588836541e+00
4.175000000000000000e+01,2.633781614902798829e+00,4.438923839922579440e+00
4.176000000000000512e+01,2.688172337499959319e+00,4.350490294953626602e+00
4.177000000000000313e+01,2.759222021820643356e+00,4.281252759849040856e+00
4.178000000000000114e+01,2.837677007448170308e+00,4.258248863639582105e+00
4.178999999999999915e+01,2.911009414017756036e+00,4.185373695199821498e+00
4.180000000000000426e+01,2.981878855771978198e+00,3.999586579876753589e+00
4.181000000000000227e+01,3.054172145934147764e+00,3.807239210762831672e+00
4.182000000000000028e+01,3.124210418985890581e+00,3.687823751290556729e+00
4.183000000000000540e+01,3.186138099157032944e+00,3.650523064175741350e+00
4.184000000000000341e+01,3.209894762400907098e+00,3.678505904474134613e+00
4.185000000000000142e+01,3.130234869769284334e+00,3.754259966527926373e+00
4.185999999999999943e+01,3.070417092597951925e+00,3.857727144117891527e+00
4.187000000000000455e+01,3.029945048891401260e+00,3.957591068842485349e+00
4.188000000000000256e+01,2.963099433869880617e+00,4.013940806078919898e+00
4.189000000000000057e+01,2.846352446360076449e+00,3.982466901753737964e+00
4.189999999999999858e+01,2.720271939420763729e+00,3.861447953300891189e+00
4.191000000000000369e+01,2.591786673956790299e+00,3.721856452170765550e+00
4.192000000000000171e+01,2.474563523553193534e+00,3.613922808936197661e+00
4.192999999999999972e+01,2.395284192512446175e+00,3.569113043663261209e+00
4.194000000000000483e+01,2.371580500046329920e+00,3.597961697089810063e+00
4.195000000000000284e+01,2.401961012922566585e+00,3.683972659271031791e+00
4.196000000000000085e+01,2.476234182463363798e+00,3.804564635121145511e+00
4.196999999999999886e+01,2.457162836194742184e+00,3.959829283107907383e+00
4.198000000000000398e+01,2.383356550119724027e+00,4.131313260153860689e+00
4.199000000000000199e+01,2.353303719107181724e+00,4.286341628709363860e+00
4.200000000000000000e+01,2.367245753044936230e+00,4.412247891897939311e+00
4.201000000000000512e+01,2.408388746433589578e+00,4.507274387549060179e+00
4.202000000000000313e+01,2.468149111617789160e+00,4.576571991024921182e+00
4.203000000000000114e+01,2.415489665719975143e+00,4.609562656790698654e+00
4.203999999999999915e+01,2.356147206733907318e+00,4.574395731040834967e+00
4.205000000000000426e+01,2.322031738133654155e+00,4.482317381667742850e+00
4.206000000000000227e+01,2.339223718779374739e+00,4.378951560884288163e+00
4.207000000000000028e+01,2.418154583520252032e+00,4.307856541859897526e+00
4.208000000000000540e+01,2.542278716525785853e+00,4.215612728073144133e+00
4.209000000000000341e+01,2.682483602876259532e+00,4.064288230290125981e+00
4.210000000000000142e+01,2.786876131776468757e+00,3.890178017844037051e+00
4.210999999999999943e+01,2.807836785537766833e+00,3.732426668633058942e+00
4.212000000000000455e+01,2.832183695726257611e+00,3.654867551256999914e+00
4.213000000000000256e+01,2.858650857754931884e+00,3.647124697323215869e+00
4.214000000000000057e+01,2.888628266453095339e+00,3.620220704341981399e+00
4.214999999999999858e+01,2.929826871279956446e+00,3.563069854300865202e+00
4.216000000000000369e+01,2.979688646055696832e+00,3.513739010941315577e+00
4.217000000000000171e+01,2.984731472829674992e+00,3.526363234693066229e+00
4.217999999999999972e+01,2.977690881270250500e+00,3.556293902255698747e+00
4.219000000000000483e+01,2.979392396999763548e+00,3.586479072067116025e+00
4.220000000000000284e+01,2.963503443696329231e+00,3.625604500467654034e+00
4.221000000000000085e+01,2.932334635490977615e+00,3.689361685909255506e+00
4.221999999999999886e+01,2.907563868412867958e+00,3.732270358002239607e+00
4.223000000000000398e+01,2.893243296475427329e+00,3.722596469112251505e+00
4.224000000000000199e+01,2.886715411414848109e+00,3.706782355474306900e+00
4.225000000000000000e+01,2.886194073828023843e+00,3.743747988897033530e+00
4.226000000000000512e+01,2.878229210122084325e+00,3.850084111417608757e+00
4.227000000000000313e+01,2.843348955457278837e+00,3.933226179731489136e+00
4.228000000000000114e+01,2.797941690779133239e+00,3.963704262153869617e+00
4.228999999999999915e+01,2.755766716632597202e+00,4.026694894065378172e+00
4.230000000000000426e+01,2.719286527859836600e+00,4.158721034226909197e+00
4.231000000000000227e+01,2.690377127411693436e+00,4.338584796313877945e+00
4.232000000000000028e+01,2.678801267302223454e+00,4.525214455895380183e+00
4.233000000000000540e+01,2.697276129968898317e+00,4.675822154366086281e+00
4.234000000000000341e+01,2.749751676588269689e+00,4.795297869168194005e+00
4.235000000000000142e+01,2.821844056676414247e+00,4.879317749709000118e+00
4.235999999999999943e+01,2.890645797049510524e+00,4.913696164242100650e+00
4.237000000000000455e+01,2.942153495468923907e+00,4.940786499729893144e+00
4.238000000000000256e+01,2.981488199976649600e+00,5.020967793621524677e+00
4.239000000000000057e+01,3.023543580602071401e+00,5.108472631917267748e+00
4.239999999999999858e+01,3.067518788206520686e+00,5.155905814307088164e+00
4.241000000000000369e+01,3.097568492382372529e+00,5.160853666186298483e+00
4.242000000000000171e+01,3.103048919772293690e+00,5.138614324795379495e+00
4.242999999999999972e+01,3.084386867839375768e+00,5.109662267332794272e+00
4.244000000000000483e+01,3.043356180288466550e+00,5.110530187450092576e+00
4.245000000000000284e+01,2.991219193439357937e+00,5.162291366703251505e+00
4.246000000000000085e+01,2.943290223967049535e+00,5.246858038138365821e+00
4.246999999999999886e+01,2.901935146208475036e+00,5.340997373063845366e+00
4.248000000000000398e+01,2.864194810081883702e+00,5.413169984042528249e+00
4.249000000000000199e+01,2.830889072182094068e+00,5.447275102087197673e+00
4.250000000000000000e+01,2.798517771910693952e+00,5.460299566485151246e+00
4.251000000000000512e+01,2.748912440675402635e+00,5.465234621820837191e+00
4.252000000000000313e+01,2.669348835746275572e+00,5.450204360418770655e+00
4.253000000000000114e+01,2.592101752979615537e+00,5.426606185213437072e+00
4.253999999999999915e+01,2.548454932797517891e+00,5.454987140688802860e+00
4.255000000000000426e+01,2.554818026415971666e+00,5.563747403808725345e+00
4.256000000000000227e+01,2.604204864233993444e+00,5.725930551393954460e+00
4.257000000000000028e+01,2.685287441336588810e+00,8.027076769993172434e+00
4.258000000000000540e+01,2.787725285479184745e+00,7.970654321177152113e+00
4.259000000000000341e+01,2.887149951647818291e+00,8.028243194055658449e+00
4.260000000000000142e+01,2.968823297907777103e+00,8.129544139608567477e+00
4.260999999999999943e+01,3.038805945169911649e+00,8.164182716939951234e+00
4.262000000000000455e+01,3.097568655461892195e+00,8.137359194808164276e+00
4.263000000000000256e+01,3.144412644040219806e+00,8.137158331924972288e+00
4.264000000000000057e+01,3.181752776002560346e+00,8.181723014376371950e+00
4.264999999999999858e+01,3.142959559984825013e+00,8.186495275905070201e+00
4.266000000000000369e+01,3.090927823113958972e+00,8.118221950250189778e+00
4.267000000000000171e+01,3.055991186047499752e+00,8.038853904740465239e+00
4.267999999999999972e+01,3.052279226496160902e+00,8.041160697559837089e+00
4.269000000000000483e+01,3.067333438102223475e+00,8.155123815565524126e+00
4.270000000000000284e+01,3.110022922198484530e+00,8.309032288600159077e+00
4.271000000000000085e+01,3.177305180133002338e+00,8.442638833520536679e+00
4.271999999999999886e+01,3.234071873814804210e+00,8.585120725009986131e+00
4.273000000000000398e+01,3.240370511484759408e+00,8.790023647740788704e+00
4.274000000000000199e+01,3.238679388346429544e+00,8.991988060360235124e+00
4.275000000000000000e+01,3.232995539078272085e+00,9.108817396645131126e+00
4.276000000000000512e+01,3.219454913754811631e+00,9.092702207032420603e+00
4.277000000000000313e+01,3.203620792665697881e+00,9.033095154164159979e+00
4.278000000000000114e+01,3.198311165177648352e+00,9.075613676442824129e+00
4.278999999999999915e+01,3.208388650241738471e+00,9.136247261649609541e+00
4.280000000000000426e+01,3.230171924712366582e+00,9.130901629558220378e+00
4.281000000000000227e+01,3.258771058190496284e+00,9.088094410310944227e+00
4.282000000000000028e+01,3.286643777244501852e+00,9.120363575923112975e+00
4.283000000000000540e+01,3.304926012863223850e+00,5.764349197365874033e+00
4.284000000000000341e+01,3.306564075592668406e+00,5.506266129299695500e+00
4.285000000000000142e+01,3.290212203931532908e+00,5.359372080635885993e+00
4.285999999999999943e+01,3.259132739196119122e+00,5.307609316511054942e+00
4.287000000000000455e+01,3.216283088551129765e+00,5.311140245603333199e+00
4.288000000000000256e+01,3.169951459139398242e+00,5.366996449270829750e+00
4.289000000000000057e+01,3.128634434206080783e+00,5.390008163195791013e+00
4.289999999999999858e+01,3.096111752908799808e+00,5.254080213229019414e+00
4.291000000000000369e+01,3.072123426508120758e+00,5.060012917571395263e+00
4.292000000000000171e+01,3.051496107551180170e+00,4.969566150959676243e+00
4.292999999999999972e+01,3.031811240661264950e+00,4.982203393678756420e+00
4.294000000000000483e+01,3.003572417472234690e+00,4.949742310110335275e+00
4.295000000000000284e+01,2.952974843238595604e+00,4.827199823406302492e+00
4.296000000000000085e+01,2.883471743870572812e+00,4.741431322677934546e+00
4.296999999999999886e+01,2.801055789894231651e+00,4.702357782428716604e+00
4.298000000000000398e+01,2.709783079159657770e+00,4.642167903450484800e+00
4.299000000000000199e+01,2.622625759806382018e+00,4.575807235322232991e+00
4.300000000000000000e+01,2.552110582341604150e+00,4.584001030803872112e+00
4.301000000000000512e+01,2.498694642108154618e+00,4.641122756340092970e+00
4.302000000000000313e+01,2.469610296463796928e+00,4.677038247915657365e+00
4.303000000000000114e+01,2.476172865229728792e+00,4.702995644627827154e+00
4.303999999999999915e+01,2.519732132608543562e+00,4.784909172768833763e+00
4.305000000000000426e+01,2.584521896985978007e+00,4.878722883677911071e+00
4.306000000000000227e+01,2.636173868032986700e+00,4.908732298848334175e+00
4.307000000000000028e+01,2.663353352786669959e+00,4.912797996552664692e+00
4.308000000000000540e+01,2.680024067578498315e+00,4.914306031582189149e+00
4.309000000000000341e+01,2.694971047506817818e+00,4.878220388290265497e+00
4.310000000000000142e+01,2.710171114247216462e+00,4.844119222851554163e+00
4.310999999999999943e+01,2.717365293588625885e+00,4.890264501698258215e+00
4.312000000000000455e+01,2.708797251641400727e+00,5.035809518546026098e+00
4.313000000000000256e+01,2.696912575149591706e+00,5.160942721633200669e+00
4.314000000000000057e+01,2.695013738369434808e+00,5.185340702331473040e+00
4.314999999999999858e+01,2.704214369257733619e+00,5.189415478138249327e+00
4.316000000000000369e+01,2.725155620528854072e+00,5.207545810520558760e+00
4.317000000000000171e+01,2.761894038626391712e+00,5.199943744929543143e+00
4.317999999999999972e+01,2.817907758053836531e+00,5.184846609693555486e+00
4.319000000000000483e+01,2.892779527236735593e+00,5.237844333393676166e+00
4.320000000000000284e+01,2.979862377325503076e+00,5.397099736275718485e+00
4.321000000000000085e+01,3.064081012701850959e+00,5.610437348264609270e+00
4.321999999999999886e+01,3.136396990130554840e+00,5.798301785880779491e+00
4.323000000000000398e+01,3.192429635872966909e+00,5.868062730280539263e+00
4.324000000000000199e+01,3.229232177592685549e+00,5.870226308669508342e+00
4.325000000000000000e+01,3.243537082414812200e+00,5.884147657189904734e+00
4.326000000000000512e+01,3.239026558350518226e+00,5.885735180643719033e+00
4.327000000000000313e+01,3.227511813580238531e+00,5.886890951038136421e+00
4.328000000000000114e+01,3.218778545224880716e+00,8.650882771066546795e+00
4.328999999999999915e+01,3.213630426495865500e+00,8.612794287455203701e+00
4.330000000000000426e+01,3.212934578045435252e+00,8.551534574877482697e+00
4.331000000000000227e+01,3.212588639773227062e+00,8.485754725434210499e+00
4.332000000000000028e+01,3.208558661657908928e+00,8.463297586469709088e+00
4.333000000000000540e+01,3.201705214553645540e+00,8.470495110436283781e+00
4.334000000000000341e+01,3.193117879784583835e+00,8.510634657220107258e+00
4.335000000000000142e+01,3.186801892885719134e+00,8.568464214237227594e+00
4.335999999999999943e+01,3.180476080479146539e+00,8.606480952874992596e+00
4.337000000000000455e+01,3.169317287192936039e+00,8.627429020003582139e+00
4.338000000000000256e+01,3.147373422411138488e+00,8.636141787887691379e+00
4.339000000000000057e+01,3.120824266904498323e+00,8.644176486455837249e+00
4.339999999999999858e+01,3.090860313375549673e+00,8.646003852552286872e+00
4.341000000000000369e+01,3.059891915672839691e+00,8.665120088904943785e+00
4.342000000000000171e+01,3.025196744494479617e+00,8.740840182887970045e+00
4.342999999999999972e+01,2.980871313039191950e+00,5.685925049156882238e+00
4.344000000000000483e+01,2.928455162794882494e+00,5.636928761366402973e+00
4.345000000000000284e+01,2.875807893305811103e+00,5.633959343556492527e+00
4.346000000000000085e+01,2.839295808928685716e+00,5.650005804890597894e+00
4.346999999999999886e+01,2.820371492498816135e+00,5.623327524794382803e+00
4.348000000000000398e+01,2.810030958726255967e+00,5.465849821513034001e+00
4.349000000000000199e+01,2.802428291999635945e+00,5.244802087524827350e+00
4.350000000000000000e+01,2.804464441207982439e+00,5.067598560960048459e+00
4.351000000000000512e+01,2.820729260740916455e+00,4.975602265713272132e+00
4.352000000000000313e+01,2.846919286614919553e+00,4.935210068980598663e+00
4.353000000000000114e+01,2.873723695712585346e+00,4.912045325999160994e+00
4.353999999999999915e+01,2.890648046528667692e+00,4.894175735512814818e+00
4.355000000000000426e+01,2.892548979654449237e+00,4.858719788844431342e+00
4.356000000000000227e+01,2.882790558347934518e+00,4.808307678241003913e+00
4.357000000000000028e+01,2.867606038074268948e+00,4.768858252612037774e+00
4.358000000000000540e+01,2.852574945027737563e+00,4.729190550662965897e+00
4.359000000000000341e+01,2.837342339760925203e+00,4.641140436394460167e+00
4.360000000000000142e+01,2.817683530278020765e+00,4.505278317806988397e+00
4.360999999999999943e+01,2.791484509450123053e+00,4.365477170512705563e+00
4.362000000000000455e+01,2.770035979802428106e+00,4.226506111802219579e+00
4.363000000000000256e+01,2.764676983175431424e+00,4.103588546034877105e+00
4.364000000000000057e+01,2.773738047797591921e+00,4.027690594425323845e+00
4.364999999999999858e+01,2.783203035317401763e+00,3.967892360483910696e+00
4.366000000000000369e+01,2.786250786953680780e+00,3.871678701680736356e+00
4.367000000000000171e+01,2.791451244854547653e+00,3.755204012675192438e+00
4.367999999999999972e+01,2.802381401754586498e+00,3.709034227461660116e+00
4.369000000000000483e+01,2.815663983805597237e+00,3.750995676256891898e+00
4.370000000000000284e+01,2.830946006214177579e+00,3.767518420353858311e+00
4.371000000000000085e+01,2.838788562749963607e+00,3.687105924229683751e+00
4.371999999999999886e+01,2.817943701566800740e+00,3.561734425136948712e+00
4.373000000000000398e+01,2.778706872161942343e+00,3.507735885100419448e+00
4.374000000000000199e+01,2.742011123318065735e+00,3.515140710133002777e+00
4.375000000000000000e+01,2.709384685588225317e+00,3.530434932114288937e+00
4.376000000000000512e+01,2.692569988041164653e+00,3.516611362132253671e+00
4.377000000000000313e+01,2.704076097764262165e+00,3.493528355349753145e+00
4.378000000000000114e+01,2.738989728878149510e+00,3.469042633906081363e+00
4.378999999999999915e+01,2.784206154005123501e+00,3.442783484124612770e+00
4.380000000000000426e+01,2.829072382619434389e+00,3.432813912109504262e+00
4.381000000000000227e+01,2.848368791957951007e+00,3.387696009356989890e+00
4.382000000000000028e+01,2.833787830960533327e+00,3.259710890741911893e+00
4.383000000000000540e+01,2.813351657898456981e+00,3.045063348930333369e+00
4.384000000000000341e+01,2.804349565318132509e+00,2.816538512328073729e+00
4.385000000000000142e+01,2.797147798043571498e+00,2.605256256119318437e+00
4.385999999999999943e+01,2.774450767287104380e+00,2.427237553653164959e+00
4.387000000000000455e+01,2.738226688753142568e+00,2.283992825483080136e+00
4.388000000000000256e+01,2.694699712565390204e+00,2.108449151933361243e+00
