time_ps,d_topGa_min,d_GaN
8.265000000000000568e+01,3.630550978639467186e+00,2.151914452992961913e+00
8.266000000000001080e+01,3.549395173293613315e+00,2.032975357081340029e+00
8.267000000000000171e+01,3.474963974115416132e+00,1.878151941404103020e+00
8.268000000000000682e+01,3.429383636121803747e+00,1.877063578837967484e+00
8.268999999999999773e+01,3.424715821057273235e+00,1.982741960215700594e+00
8.270000000000000284e+01,3.446296790135753518e+00,2.057502988211681760e+00
8.271000000000000796e+01,3.474495491794455937e+00,2.122223730359267257e+00
8.271999999999999886e+01,3.483913714717976173e+00,2.168654634767833489e+00
8.273000000000000398e+01,3.454489256503774808e+00,2.128672578392460046e+00
8.274000000000000909e+01,3.395883016315492053e+00,2.042822694557704377e+00
8.275000000000000000e+01,3.345924947365078950e+00,1.968777980880524359e+00
8.276000000000000512e+01,3.341024564650791007e+00,1.883914164870575503e+00
8.277000000000001023e+01,3.388463259207631584e+00,1.855972002428916134e+00
8.278000000000000114e+01,3.461106604396923192e+00,2.000897951420811616e+00
8.279000000000000625e+01,3.523779624792106713e+00,2.153421263106688244e+00
8.279999999999999716e+01,3.566939728114284058e+00,2.144675641046914993e+00
8.281000000000000227e+01,3.566019628605541225e+00,1.982779605225957198e+00
8.282000000000000739e+01,3.587146054734879019e+00,1.847320804976764208e+00
8.282999999999999829e+01,3.632357337735372393e+00,1.876707133918342540e+00
8.284000000000000341e+01,3.683483653852694939e+00,1.917187633618576692e+00
8.285000000000000853e+01,3.723952277366077812e+00,1.918951667551842766e+00
8.285999999999999943e+01,3.743013168504754073e+00,1.935679415734951503e+00
8.287000000000000455e+01,3.719926056146814819e+00,1.947905401655840585e+00
8.288000000000000966e+01,3.665600961206771924e+00,2.003262583013021292e+00
8.289000000000000057e+01,3.586848712184555144e+00,2.080248935800713905e+00
8.290000000000000568e+01,3.489766968867691777e+00,2.044805010483885077e+00
8.291000000000001080e+01,3.402214785239168648e+00,1.888109075344959420e+00
8.292000000000000171e+01,3.356671370763006479e+00,1.828316698742315616e+00
8.293000000000000682e+01,3.365404400811289776e+00,1.941821825039568239e+00
8.293999999999999773e+01,3.417060067909253540e+00,2.018517191950566669e+00
8.295000000000000284e+01,3.490847160074470157e+00,2.011207043046537635e+00
8.296000000000000796e+01,3.560968557962847392e+00,2.026901346513934499e+00
8.296999999999999886e+01,3.625148103195232618e+00,2.056188241698701624e+00
8.298000000000000398e+01,3.694319937593384839e+00,2.035973212495684859e+00
8.299000000000000909e+01,3.760326667059659123e+00,2.025615590505760011e+00
8.300000000000000000e+01,3.806877709527848097e+00,2.042459288333552614e+00
8.301000000000000512e+01,3.843494739543689143e+00,2.002108636038514966e+00
8.302000000000001023e+01,3.877187599098088189e+00,1.981496684125411356e+00
8.303000000000000114e+01,3.907326376040271221e+00,2.056630115650357471e+00
8.304000000000000625e+01,3.932164714111045178e+00,2.107644457919789271e+00
8.304999999999999716e+01,3.941693487639545523e+00,2.061091856880717721e+00
8.306000000000000227e+01,3.914376333389521623e+00,2.002261122656082915e+00
8.307000000000000739e+01,3.844886687914223167e+00,1.966319318676395200e+00
8.307999999999999829e+01,3.751000691095643269e+00,1.942156489009059239e+00
8.309000000000000341e+01,3.651934875665227676e+00,1.984708602818056278e+00
8.310000000000000853e+01,3.563807455713622119e+00,2.015777721798710953e+00
8.310999999999999943e+01,3.494057706764444937e+00,1.923756754841943417e+00
8.312000000000000455e+01,3.431198093392452630e+00,1.848794407877739188e+00
8.313000000000000966e+01,3.361765297949872000e+00,1.904106978559764851e+00
8.314000000000000057e+01,3.294912678736722000e+00,1.972867064401452097e+00
8.315000000000000568e+01,3.252357714028393687e+00,1.924691837515814408e+00
8.316000000000001080e+01,3.243439112809117120e+00,1.851237227856009193e+00
8.317000000000000171e+01,3.270399377843629996e+00,1.888067430681435788e+00
8.318000000000000682e+01,3.313620925588804944e+00,1.954681683036908479e+00
8.318999999999999773e+01,3.342991595756710232e+00,1.956214736218905070e+00
8.320000000000000284e+01,3.340258395349077869e+00,1.947400503902574131e+00
8.321000000000000796e+01,3.308232650283229770e+00,1.955800903594228535e+00
8.321999999999999886e+01,3.272882904917314040e+00,1.929724888423218321e+00
8.323000000000000398e+01,3.250620039530919936e+00,1.889338961780018256e+00
8.324000000000000909e+01,3.229513595218327371e+00,1.910814386721013003e+00
8.325000000000000000e+01,3.193623967908557848e+00,1.943100042509391168e+00
8.326000000000000512e+01,3.158964218489978659e+00,1.902307732098042603e+00
8.327000000000001023e+01,3.134160536730688840e+00,1.849081436200147754e+00
8.328000000000000114e+01,3.064107484562524242e+00,1.883662349918369783e+00
8.329000000000000625e+01,2.941305490703808534e+00,1.943333148690672196e+00
8.329999999999999716e+01,2.800485086044980143e+00,1.908330672734680489e+00
8.331000000000000227e+01,2.661368242683946228e+00,1.856371524264472495e+00
8.332000000000000739e+01,2.540720781868163414e+00,1.863398694241252151e+00
8.332999999999999829e+01,2.450878179581325700e+00,1.866266475935308922e+00
8.334000000000000341e+01,2.396576690239025531e+00,1.805108704233625794e+00
8.335000000000000853e+01,2.384040922002145013e+00,1.784593194344301414e+00
8.335999999999999943e+01,2.415080254228797685e+00,1.857585011298271471e+00
8.337000000000000455e+01,2.477429235434752908e+00,1.935464973720785187e+00
8.338000000000000966e+01,2.556283515592467914e+00,1.933962114546198041e+00
8.339000000000000057e+01,2.625568578202826853e+00,1.912385466531263845e+00
8.340000000000000568e+01,2.660187796332174948e+00,1.920582761976166619e+00
8.341000000000001080e+01,2.685132437645114223e+00,1.918464641972846385e+00
8.342000000000000171e+01,2.699199010505743956e+00,1.864936450096891907e+00
8.343000000000000682e+01,2.702144951178377053e+00,1.833540452485299843e+00
8.343999999999999773e+01,2.706772643435745529e+00,1.875701190541819940e+00
8.345000000000000284e+01,2.717479736374829535e+00,1.933892205268948894e+00
8.346000000000000796e+01,2.721425625014091576e+00,1.958945303805085913e+00
8.346999999999999886e+01,2.726678006934605492e+00,1.959228159071831010e+00
8.348000000000000398e+01,2.735281361397135846e+00,1.937376115265179832e+00
8.349000000000000909e+01,2.744534459139133187e+00,1.890349000290686643e+00
8.350000000000000000e+01,2.753376232840166526e+00,1.820262208034875373e+00
8.351000000000000512e+01,2.745884695111922902e+00,1.832246177155242739e+00
8.352000000000001023e+01,2.696722428089411316e+00,1.971519813976009283e+00
8.353000000000000114e+01,2.633095186992464143e+00,2.075590447005382089e+00
8.354000000000000625e+01,2.573441014028971185e+00,2.056449481436390947e+00
8.354999999999999716e+01,2.529642052121420903e+00,1.935270310034233221e+00
8.356000000000000227e+01,2.498606816118434271e+00,1.823494640244384790e+00
8.357000000000000739e+01,2.479367945025945819e+00,1.814098190203606409e+00
8.357999999999999829e+01,2.497327855035153199e+00,1.925884217210370064e+00
8.359000000000000341e+01,2.563670714031357711e+00,2.087158251834296596e+00
8.360000000000000853e+01,2.667120723564868623e+00,2.182859707906121827e+00
8.360999999999999943e+01,2.788241766486593942e+00,2.143255902896339382e+00
8.362000000000000455e+01,2.907392098262125746e+00,1.990723368275963967e+00
8.363000000000000966e+01,3.021224609412648920e+00,1.837783848280313936e+00
8.364000000000000057e+01,3.146734301950914414e+00,1.817137546307378004e+00
8.365000000000000568e+01,3.289822801958955711e+00,1.917337203675973489e+00
8.366000000000001080e+01,3.370501221183579421e+00,2.066170442678918917e+00
8.367000000000000171e+01,3.354492665918351602e+00,2.213333088918159053e+00
8.368000000000000682e+01,3.328737977041749563e+00,2.265564414665802051e+00
8.368999999999999773e+01,3.337169017970172735e+00,2.199710306404004445e+00
8.370000000000000284e+01,3.376394293695569981e+00,2.087787180749035354e+00
8.371000000000000796e+01,3.440548928877483981e+00,1.955043141467727397e+00
8.371999999999999886e+01,3.513238741916069330e+00,1.808546231369272173e+00
8.373000000000000398e+01,3.609981674274815866e+00,1.865137572003738420e+00
8.374000000000000909e+01,3.735387421192077451e+00,2.047261962939769919e+00
8.375000000000000000e+01,3.868039890344979970e+00,2.096638568399427971e+00
8.376000000000000512e+01,3.943480217472886018e+00,2.080727192137402870e+00
8.377000000000001023e+01,3.944190647014922835e+00,2.110886584968505009e+00
8.378000000000000114e+01,3.905267029768899611e+00,2.145416920833804308e+00
8.379000000000000625e+01,3.809609029152467130e+00,2.134559450027102123e+00
8.379999999999999716e+01,3.674627199812247724e+00,2.102342873201229700e+00
8.381000000000000227e+01,3.549639188438735271e+00,2.019467354130786596e+00
8.382000000000000739e+01,3.472843978197121206e+00,1.853582797206535071e+00
8.382999999999999829e+01,3.459824612028767010e+00,1.827861385827710627e+00
8.384000000000000341e+01,3.487318786761543610e+00,1.987322677196635246e+00
8.385000000000000853e+01,3.519288444756978773e+00,2.065922309817094238e+00
8.385999999999999943e+01,3.560625228874838566e+00,2.009265247422550082e+00
8.387000000000000455e+01,3.607950185631725759e+00,1.950168181003884227e+00
8.388000000000000966e+01,3.657643656098828799e+00,1.949428007801262686e+00
8.389000000000000057e+01,3.705506004097145922e+00,1.980486577207732690e+00
8.390000000000000568e+01,3.747068963203106229e+00,1.999022262007105200e+00
8.391000000000001080e+01,3.765769027781709077e+00,1.948001197355894609e+00
8.392000000000000171e+01,3.764252301055285077e+00,1.873428212502415979e+00
8.393000000000000682e+01,3.766120510790911702e+00,1.924440506251102301e+00
8.393999999999999773e+01,3.768259565489087137e+00,2.065892243317642762e+00
8.395000000000000284e+01,3.762925402090771421e+00,2.114713739398313752e+00
8.396000000000000796e+01,3.744541276338131386e+00,2.034505310437896508e+00
8.396999999999999886e+01,3.707393671894044562e+00,1.939125226487449893e+00
8.398000000000000398e+01,3.661021902870837064e+00,1.918853790808460191e+00
8.399000000000000909e+01,3.615095065153890452e+00,1.967849538785930275e+00
8.400000000000000000e+01,3.578175404085160327e+00,1.995604383764477907e+00
8.401000000000000512e+01,3.567821390877071952e+00,1.913635783867975615e+00
8.402000000000001023e+01,3.580099936733611266e+00,1.835883688935658675e+00
8.403000000000000114e+01,3.604786400052018891e+00,1.928002609671469969e+00
8.404000000000000625e+01,3.631033280004468011e+00,2.098247793326613930e+00
8.404999999999999716e+01,3.656998816816871223e+00,2.185726320105058296e+00
8.406000000000000227e+01,3.674069870007918404e+00,2.144036845975367811e+00
8.407000000000000739e+01,3.660287787483384125e+00,2.039028411204709901e+00
8.407999999999999829e+01,3.608989805541155782e+00,1.941031522593076986e+00
8.409000000000000341e+01,3.537452642015154414e+00,1.904310232551408300e+00
8.410000000000000853e+01,3.474542224696659520e+00,1.935012796185078932e+00
8.410999999999999943e+01,3.447822468297926157e+00,1.931409573083866515e+00
8.412000000000000455e+01,3.460950177639084302e+00,1.871643650912214296e+00
8.413000000000000966e+01,3.491724735385079548e+00,1.895266492422637006e+00
8.414000000000000057e+01,3.519418985969134273e+00,2.013544342993221381e+00
8.415000000000000568e+01,3.533847039474118823e+00,2.114603287262175169e+00
8.416000000000001080e+01,3.537967519749156686e+00,2.114100809824355220e+00
8.417000000000000171e+01,3.533706629319982362e+00,1.983309420438474913e+00
8.418000000000000682e+01,3.527954659289145756e+00,1.835608619504712991e+00
8.418999999999999773e+01,3.548594155718571397e+00,1.872736402540410738e+00
8.420000000000000284e+01,3.605221692947606194e+00,2.001696894037655827e+00
8.421000000000000796e+01,3.685656150131207731e+00,2.013726132571159511e+00
8.421999999999999886e+01,3.760872584573958122e+00,1.959860860188804788e+00
8.423000000000000398e+01,3.814884605017561547e+00,1.945665886733896288e+00
8.424000000000000909e+01,3.849366108127413977e+00,1.996848538823112307e+00
8.425000000000000000e+01,3.863256534453801905e+00,2.091168427673868901e+00
8.426000000000000512e+01,3.861903783835118009e+00,2.141240545478251711e+00
8.427000000000001023e+01,3.850909131620738446e+00,2.044761093746649827e+00
8.428000000000000114e+01,3.821185701035740401e+00,1.899599257764646554e+00
8.429000000000000625e+01,3.778368813522576364e+00,1.910017262670679949e+00
8.429999999999999716e+01,3.730943452211517908e+00,2.040061342337529116e+00
8.431000000000000227e+01,3.682728150990784322e+00,2.082422579041056654e+00
8.432000000000000739e+01,3.630140608103219702e+00,2.016628971452110619e+00
8.432999999999999829e+01,3.558943019338747682e+00,1.946922697438191463e+00
8.434000000000000341e+01,3.473994921196633889e+00,1.924430577651477403e+00
8.435000000000000853e+01,3.391046048950088210e+00,1.960691789063238266e+00
8.435999999999999943e+01,3.326869912725773926e+00,1.993433890175443590e+00
8.437000000000000455e+01,3.297150328783932327e+00,1.932917577265001130e+00
8.438000000000000966e+01,3.291445233586608232e+00,1.855563513464306036e+00
8.439000000000000057e+01,3.300628164834687794e+00,1.914190116916290041e+00
8.440000000000000568e+01,3.322484036154274012e+00,2.061678151045890139e+00
8.441000000000001080e+01,3.360789775573593374e+00,2.133639485972267824e+00
8.442000000000000171e+01,3.413889254267045814e+00,2.061564928834404675e+00
8.443000000000000682e+01,3.449982723855295585e+00,1.933655861961998346e+00
8.443999999999999773e+01,3.445548506522583931e+00,1.890416843503041067e+00
8.445000000000000284e+01,3.442431803899678400e+00,1.976253108637656464e+00
8.446000000000000796e+01,3.457694565255872821e+00,2.059647367706423982e+00
8.446999999999999886e+01,3.480121129515465039e+00,2.021733016350081069e+00
8.448000000000000398e+01,3.500125135705864476e+00,1.938632266521940650e+00
8.449000000000000909e+01,3.523865490352889207e+00,1.917984262969850251e+00
8.450000000000000000e+01,3.556681349797870428e+00,2.033422638041585184e+00
8.451000000000000512e+01,3.600940069370775376e+00,2.164731776571868771e+00
8.452000000000001023e+01,3.636782596375538468e+00,2.095527007342067094e+00
8.453000000000000114e+01,3.639659010017285645e+00,1.933792722243002027e+00
8.454000000000000625e+01,3.635915246729493955e+00,1.896971257162321400e+00
8.454999999999999716e+01,3.638652189657592739e+00,2.003285753206467401e+00
8.456000000000000227e+01,3.654752414993387877e+00,2.119140404314920456e+00
8.457000000000000739e+01,3.667457245135925969e+00,2.101209132690032622e+00
8.457999999999999829e+01,3.672365807813814165e+00,1.938452418631934959e+00
8.459000000000000341e+01,3.667968172708156338e+00,1.851293679781790047e+00
8.460000000000000853e+01,3.672805786425413110e+00,1.984822185083590762e+00
8.460999999999999943e+01,3.680331825392922696e+00,2.136413120536382326e+00
8.462000000000000455e+01,3.682304641443995497e+00,2.078328618505745240e+00
8.463000000000000966e+01,3.664531542625879545e+00,1.923156222515478131e+00
8.464000000000000057e+01,3.648335539667370231e+00,1.865882186554124189e+00
8.465000000000000568e+01,3.643624403969212722e+00,1.950185526174370132e+00
8.466000000000001080e+01,3.634881812494046738e+00,2.047056472010482686e+00
8.467000000000000171e+01,3.614076867154322859e+00,2.009347011966823970e+00
8.468000000000000682e+01,3.591825462031804861e+00,1.859503141406326998e+00
8.468999999999999773e+01,3.548758430211897075e+00,1.842230595256739711e+00
8.470000000000000284e+01,3.518711632757081098e+00,2.014981463661638994e+00
8.471000000000000796e+01,3.499342857009013485e+00,2.168706476220330082e+00
8.471999999999999886e+01,3.492522685352236866e+00,2.150335300575237696e+00
8.473000000000000398e+01,3.490906249127867955e+00,1.999248341877517099e+00
8.474000000000000909e+01,3.476298595805602076e+00,1.876664368873667277e+00
8.475000000000000000e+01,3.419853803790448232e+00,1.901292716574698893e+00
8.476000000000000512e+01,3.402125194418923471e+00,1.954898371399392376e+00
8.477000000000001023e+01,3.457406773826301460e+00,1.914084496410750180e+00
8.478000000000000114e+01,3.564777147845289207e+00,1.917872743171454619e+00
8.479000000000000625e+01,3.682967128932865819e+00,2.004299363618119223e+00
8.479999999999999716e+01,3.781299343532591006e+00,2.102240794105185717e+00
8.481000000000000227e+01,3.853997679254620223e+00,2.208975065590373710e+00
8.482000000000000739e+01,3.915953232062406641e+00,2.269521469583400286e+00
8.482999999999999829e+01,3.968120378075745691e+00,2.199576105025693007e+00
8.484000000000000341e+01,3.943608769705737149e+00,2.087047441961968897e+00
8.485000000000000853e+01,3.917774569420756858e+00,2.030407559309214349e+00
8.485999999999999943e+01,3.890919242518406040e+00,2.023778679006180248e+00
8.487000000000000455e+01,3.852605958672649322e+00,2.047514904609976316e+00
8.488000000000000966e+01,3.799085396263157222e+00,2.105559273945996956e+00
8.489000000000000057e+01,3.740706504458749304e+00,2.096807173967123905e+00
8.490000000000000568e+01,3.685518630600041590e+00,1.919602279744427875e+00
8.491000000000001080e+01,3.645636462594699534e+00,1.821571402443505239e+00
8.492000000000000171e+01,3.630842449694010377e+00,1.984636448949781418e+00
8.493000000000000682e+01,3.628485837040017703e+00,2.147137012046507198e+00
8.493999999999999773e+01,3.635293849690834023e+00,2.145475499696979149e+00
8.495000000000000284e+01,3.630055488074528380e+00,2.052195914258675202e+00
8.496000000000000796e+01,3.591504090001848226e+00,1.944860505151976060e+00
8.496999999999999886e+01,3.519831543710578714e+00,1.878501498987956708e+00
8.498000000000000398e+01,3.444934003155939894e+00,1.906065935428259195e+00
8.499000000000000909e+01,3.417835609636601824e+00,1.889310167018640518e+00
8.500000000000000000e+01,3.447004106655517930e+00,1.834560421027336519e+00
8.501000000000000512e+01,3.496099309230216612e+00,1.931005079382236866e+00
8.502000000000001023e+01,3.523785188359244813e+00,2.083818794617228409e+00
8.503000000000000114e+01,3.509964635861734905e+00,2.135912677264685922e+00
8.504000000000000625e+01,3.461237018552760780e+00,2.018339372974724544e+00
8.504999999999999716e+01,3.403960735217138822e+00,1.822646616873385694e+00
8.506000000000000227e+01,3.376512781273009800e+00,1.812135858952081735e+00
8.507000000000000739e+01,3.390806036180777472e+00,1.962841436795137673e+00
8.507999999999999829e+01,3.418302664495934007e+00,2.016705635733683000e+00
8.509000000000000341e+01,3.436259826613813573e+00,1.985518099136846848e+00
8.510000000000000853e+01,3.437000590238528996e+00,1.945034595193617211e+00
8.510999999999999943e+01,3.456172032871049460e+00,1.927646866441050433e+00
8.512000000000000455e+01,3.460055233865494184e+00,1.956582541984876356e+00
8.513000000000000966e+01,3.454079253187453791e+00,1.981585115608208714e+00
8.514000000000000057e+01,3.452520247587260727e+00,1.920873572206146962e+00
8.515000000000000568e+01,3.453796324017964103e+00,1.899294164288407138e+00
8.516000000000001080e+01,3.449074305085351622e+00,2.015259731647511821e+00
8.517000000000000171e+01,3.422289563990750683e+00,2.134252554080702247e+00
8.518000000000000682e+01,3.368092127837360561e+00,2.143657647480119444e+00
8.518999999999999773e+01,3.299151698378827380e+00,2.019075690873746609e+00
8.520000000000000284e+01,3.232477340104644714e+00,1.835230606859331148e+00
8.521000000000000796e+01,3.193620161281127690e+00,1.778446515676354256e+00
8.521999999999999886e+01,3.192466535014918616e+00,1.906222593939767229e+00
8.523000000000000398e+01,3.207566952432852503e+00,2.050768071829471850e+00
8.524000000000000909e+01,3.213271515355903052e+00,2.111901160034937774e+00
8.525000000000000000e+01,3.196887991326689438e+00,2.049866505281107809e+00
8.526000000000000512e+01,3.160667496200653570e+00,1.897593238407382144e+00
8.527000000000001023e+01,3.126833958863257656e+00,1.825137494947216110e+00
8.528000000000000114e+01,3.132632795446264051e+00,1.918801320004277056e+00
8.529000000000000625e+01,3.186824065219772795e+00,2.006683257598154135e+00
8.529999999999999716e+01,3.231918471388163017e+00,2.004728859843688760e+00
8.531000000000000227e+01,3.176784433369693517e+00,1.958802241156399226e+00
8.532000000000000739e+01,3.125633945122173074e+00,1.923452982156976132e+00
8.532999999999999829e+01,3.076295047309344444e+00,1.895976342005034621e+00
8.534000000000000341e+01,3.027699441836986693e+00,1.873243560340881242e+00
8.535000000000000853e+01,2.980810433841777574e+00,1.904336969405570290e+00
8.535999999999999943e+01,2.938937209281613061e+00,1.956886953265136064e+00
8.537000000000000455e+01,2.900959371259789421e+00,1.962332615060027763e+00
8.538000000000000966e+01,2.866846687512256242e+00,1.984142064621049473e+00
8.539000000000000057e+01,2.825625678323297585e+00,2.051595078453162913e+00
8.540000000000000568e+01,2.758442291185370543e+00,2.098305917164954959e+00
8.541000000000001080e+01,2.666787924170198831e+00,2.076956124736285769e+00
8.542000000000000171e+01,2.572677346656592423e+00,2.066055315363117817e+00
8.543000000000000682e+01,2.493059855699416794e+00,2.070643850545041964e+00
8.543999999999999773e+01,2.435941211729051314e+00,1.965635377199952627e+00
8.545000000000000284e+01,2.405249954453798633e+00,1.882134113101401773e+00
8.546000000000000796e+01,2.407950852073190706e+00,1.945593638584378393e+00
8.546999999999999886e+01,2.457133044362882934e+00,2.049770571893351434e+00
8.548000000000000398e+01,2.554520191758131720e+00,2.080133321688780068e+00
8.549000000000000909e+01,2.687912382370376552e+00,2.036066822208936866e+00
8.550000000000000000e+01,2.842104009180522528e+00,1.995977716423924297e+00
8.551000000000000512e+01,3.006402383663903777e+00,1.968852992864471352e+00
8.552000000000001023e+01,3.172535039176084926e+00,1.920404130291831768e+00
8.553000000000000114e+01,3.246586592546085281e+00,1.923105861942896899e+00
8.554000000000000625e+01,3.241112550190135000e+00,2.012735622091302634e+00
8.554999999999999716e+01,3.238172553462832060e+00,2.090090781933400699e+00
8.556000000000000227e+01,3.239455410065092966e+00,2.108357419697823421e+00
8.557000000000000739e+01,3.246056883866948795e+00,2.048884706416011170e+00
8.557999999999999829e+01,3.266132105181906553e+00,1.991122892165494429e+00
8.559000000000000341e+01,3.319758963449002120e+00,1.988596310225716701e+00
8.560000000000000853e+01,3.429621541701066700e+00,1.954327790520310248e+00
8.560999999999999943e+01,3.572380248433808969e+00,1.911435609796991786e+00
8.562000000000000455e+01,3.711329984547317995e+00,1.980127147962978063e+00
8.563000000000000966e+01,3.828766517430907346e+00,2.144681119910369915e+00
8.564000000000000057e+01,3.888628497200652845e+00,2.344577035202724868e+00
8.565000000000000568e+01,3.946704391099616682e+00,2.563639799912208694e+00
8.566000000000001080e+01,4.000409152131317647e+00,2.731732972779526314e+00
8.567000000000000171e+01,4.044097420627376316e+00,2.769740011412277880e+00
8.568000000000000682e+01,4.081876498866668257e+00,2.692955380787810160e+00
8.568999999999999773e+01,4.095325823728802384e+00,2.575744890558882449e+00
8.570000000000000284e+01,4.086437008556476513e+00,2.446387286207152290e+00
8.571000000000000796e+01,4.055905378888910562e+00,2.295918405801914197e+00
8.571999999999999886e+01,4.008144620307506401e+00,2.136440618996933161e+00
8.573000000000000398e+01,3.949532674899652651e+00,2.019141065230460885e+00
8.574000000000000909e+01,3.886468995077666300e+00,1.992067771086114325e+00
8.575000000000000000e+01,3.814018493269269783e+00,2.057832637169504597e+00
8.576000000000000512e+01,3.726283310511962377e+00,2.140193817064238058e+00
8.577000000000001023e+01,3.642457244073017630e+00,2.117095408265768697e+00
8.578000000000000114e+01,3.581977904482383845e+00,1.949800174889725346e+00
8.579000000000000625e+01,3.531968140980323856e+00,1.861689238541170299e+00
8.579999999999999716e+01,3.487483359816932804e+00,1.973850001238693919e+00
8.581000000000000227e+01,3.436841118643687576e+00,2.127946400814592298e+00
8.582000000000000739e+01,3.381778985149678896e+00,2.135502319604972499e+00
8.582999999999999829e+01,3.336449765319418947e+00,1.949091381378339038e+00
8.584000000000000341e+01,3.329444835779684198e+00,1.737896022378784711e+00
8.585000000000000853e+01,3.392784104831900294e+00,1.815649846115710231e+00
8.585999999999999943e+01,3.501396634230403038e+00,1.982915980494383223e+00
8.587000000000000455e+01,3.601421516956880620e+00,2.099249760890780081e+00
8.588000000000000966e+01,3.660555086513519907e+00,2.172462220615124728e+00
8.589000000000000057e+01,3.667292349158980613e+00,2.153836740168575847e+00
8.590000000000000568e+01,3.606866016544003184e+00,2.029040153397660529e+00
8.591000000000001080e+01,3.484186146935894790e+00,1.911862775855003527e+00
8.592000000000000171e+01,3.344151334912941476e+00,1.937330608130683363e+00
8.593000000000000682e+01,3.237647356831809820e+00,2.007980546306165071e+00
8.593999999999999773e+01,3.191135738589006010e+00,2.040379176491712965e+00
8.595000000000000284e+01,3.174142878762707287e+00,2.142298072610111959e+00
8.596000000000000796e+01,3.151070100616613967e+00,2.282109400761497486e+00
8.596999999999999886e+01,3.099180231286977172e+00,2.374634294687078651e+00
8.598000000000000398e+01,3.021804790601140045e+00,2.417744555783551075e+00
8.599000000000000909e+01,2.940287900359418671e+00,2.377994429955629041e+00
8.600000000000000000e+01,2.873577490898757691e+00,2.187113345661125141e+00
8.601000000000000512e+01,2.842787885456809160e+00,1.923269442288572995e+00
8.602000000000001023e+01,2.874103565026841167e+00,1.777733100913632791e+00
8.603000000000000114e+01,2.965136731096898348e+00,1.908322261368870176e+00
8.604000000000000625e+01,2.992087899594529254e+00,2.108369107206800042e+00
8.604999999999999716e+01,2.988883012913687409e+00,2.184914985943389620e+00
8.606000000000000227e+01,2.988680482591607124e+00,2.136496226333199022e+00
8.607000000000000739e+01,2.978007840071352774e+00,1.983373215694918645e+00
8.607999999999999829e+01,2.979056111088169256e+00,1.864415812643735793e+00
8.609000000000000341e+01,3.014960322644994140e+00,1.982386554227252295e+00
8.610000000000000853e+01,3.107559114670477740e+00,2.260958754163596041e+00
8.610999999999999943e+01,3.210634339333312326e+00,2.469981209283359735e+00
8.612000000000000455e+01,3.284452710695533462e+00,2.498273036154375681e+00
8.613000000000000966e+01,3.338658657073060976e+00,2.402204417375007672e+00
8.614000000000000057e+01,3.388681609463729760e+00,2.333734101038291264e+00
8.615000000000000568e+01,3.440364681591067786e+00,2.254387315356658483e+00
8.616000000000001080e+01,3.458648663279512814e+00,2.094232103859550609e+00
8.617000000000000171e+01,3.428272555888168593e+00,1.908505533499968765e+00
8.618000000000000682e+01,3.372392005606014376e+00,1.921164335396636114e+00
8.618999999999999773e+01,3.323651077583750890e+00,2.089160092501289867e+00
8.620000000000000284e+01,3.300222015158373878e+00,2.151623625869542256e+00
8.621000000000000796e+01,3.309468764161499266e+00,2.103545881707599374e+00
8.621999999999999886e+01,3.332833268539096228e+00,2.007842263441280029e+00
8.623000000000000398e+01,3.321356384339987589e+00,1.916452763945930782e+00
8.624000000000000909e+01,3.353363591279806766e+00,1.866523070481851176e+00
8.625000000000000000e+01,3.456765811292545010e+00,1.890540069800426437e+00
8.626000000000000512e+01,3.622406489967822996e+00,1.986204581024070048e+00
8.627000000000001023e+01,3.801214807794476069e+00,2.089728343506877195e+00
8.628000000000000114e+01,3.961346987238052897e+00,2.160131708877956580e+00
8.629000000000000625e+01,4.094616938897826408e+00,2.252848292275580366e+00
8.629999999999999716e+01,4.144614180964134142e+00,2.383707468394769435e+00
8.631000000000000227e+01,4.147613922711346213e+00,2.512997074264312847e+00
8.632000000000000739e+01,4.128163390026609036e+00,2.599301173241761020e+00
8.632999999999999829e+01,4.079164921995187321e+00,2.648970436966219477e+00
8.634000000000000341e+01,4.040306624278533043e+00,2.618332292629221847e+00
8.635000000000000853e+01,4.001571481589327739e+00,2.541464464111981236e+00
8.635999999999999943e+01,3.974202785170378505e+00,2.459067207568959468e+00
8.637000000000000455e+01,3.930352983906152176e+00,2.406447043996811974e+00
8.638000000000000966e+01,3.865722619705143526e+00,2.410375653312984312e+00
8.639000000000000057e+01,3.797406815145336623e+00,2.425126382868324271e+00
8.640000000000000568e+01,3.740480349035535390e+00,2.372570643373975496e+00
8.641000000000001080e+01,3.576035687140159958e+00,2.201726807939621278e+00
8.642000000000000171e+01,3.401333385424017752e+00,1.975954696773182695e+00
8.643000000000000682e+01,3.238743981067351729e+00,1.822829899496932970e+00
8.643999999999999773e+01,3.110973604870345799e+00,1.887117417226600757e+00
8.645000000000000284e+01,3.014807488513984168e+00,2.048559647093537883e+00
8.646000000000000796e+01,2.944500587824700144e+00,2.096542551774230212e+00
8.646999999999999886e+01,2.899331118809992613e+00,1.994694004728545300e+00
8.648000000000000398e+01,2.885397376532391700e+00,1.837530275478475472e+00
8.649000000000000909e+01,2.919873042068781732e+00,1.826739331623425944e+00
8.650000000000000000e+01,2.994110226795265284e+00,1.977968109500251925e+00
8.651000000000000512e+01,3.060549334188228165e+00,2.057751291215729417e+00
8.652000000000001023e+01,3.113707445682719399e+00,1.998296426184064556e+00
